asset_id,asset_type,business_unit,business_criticality,high_risk_probability,predicted_risk_tier,model_confidence,anomaly_flag,anomaly_score,attack_techniques,correlated_signals,signal_convergence_count,threat_priority_score,threat_priority_tier,analyst_actions,evidence_context,generated_at
LHT-Asset-085,workstation,network_services,1,0.9782,Critical,High,Yes,-0.0247,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; Reduced control effectiveness; Elevated residual risk,6,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173523+00:00
LHT-Asset-067,windows_server,network_services,1,0.9716,Critical,High,No,0.0001,T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure; High-severity network alert volume; High vulnerability exposure; Reduced control effectiveness; Elevated residual risk,7,100,Critical,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.171582+00:00
LHT-Asset-134,application_server,identity_services,2,0.9702,Critical,High,No,0.0094,T1110 Brute Force; T1098 Account Manipulation; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; High-severity network alert volume; Elevated firewall-policy exposure; High vulnerability exposure; Reduced control effectiveness; Elevated residual risk,7,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.179517+00:00
LHT-Asset-216,siem_server,identity_services,4,0.97,Critical,High,No,0.0126,T1110 Brute Force; T1046 Network Service Discovery,Elevated failed logons; High-severity network alert volume; Reduced control effectiveness; Elevated residual risk,4,100,Critical,"Review authentication pattern and MFA evidence; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.187874+00:00
LHT-Asset-190,workstation,identity_services,3,0.9685,Critical,High,No,0.054,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; High vulnerability exposure; Reduced control effectiveness,6,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.185226+00:00
LHT-Asset-222,windows_server,identity_services,1,0.9584,Critical,High,No,0.0069,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure; High-severity network alert volume; High vulnerability exposure; Elevated residual risk,7,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.188478+00:00
LHT-Asset-044,domain_controller,business_applications,5,0.95,Critical,High,No,0.0076,T1110 Brute Force; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated failed logons; Elevated suspicious PowerShell activity; High-severity network alert volume,3,100,Critical,"Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.169139+00:00
LHT-Asset-086,linux_server,network_services,4,0.9455,Critical,High,No,0.046,T1059.001 PowerShell; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated suspicious PowerShell activity; High-severity network alert volume; High vulnerability exposure; Reduced control effectiveness,4,100,Critical,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173626+00:00
LHT-Asset-123,workstation,security_operations,3,0.9441,Critical,High,No,0.0376,T1059.001 PowerShell; T1021 Remote Services; T1046 Network Service Discovery,Elevated suspicious PowerShell activity; High attack-path exposure; High-severity network alert volume; Reduced control effectiveness,4,100,Critical,"Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.177542+00:00
LHT-Asset-007,siem_server,finance_operations,4,0.9353,Critical,High,No,0.0657,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; Elevated firewall-policy exposure; High vulnerability exposure,5,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.165262+00:00
LHT-Asset-116,workstation,network_services,4,0.9339,Critical,High,No,0.0537,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; Reduced control effectiveness,5,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.176760+00:00
LHT-Asset-054,workstation,network_services,1,0.9191,Critical,High,No,0.0254,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; High vulnerability exposure; Reduced control effectiveness; Elevated residual risk,7,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.170232+00:00
LHT-Asset-104,linux_server,network_services,5,0.91,Critical,High,No,0.0631,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; High vulnerability exposure,5,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.175490+00:00
LHT-Asset-082,siem_server,security_operations,5,0.8657,Critical,Medium,No,0.043,T1110 Brute Force; T1059.001 PowerShell,Elevated failed logons; Elevated suspicious PowerShell activity; Reduced control effectiveness,3,100,Critical,Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173131+00:00
LHT-Asset-114,domain_controller,security_operations,1,0.8642,Critical,Medium,Yes,-0.0421,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; Elevated residual risk,5,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.176549+00:00
LHT-Asset-053,windows_server,business_applications,1,0.8602,Critical,Medium,Yes,-0.0143,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; Elevated residual risk,5,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.170125+00:00
LHT-Asset-205,domain_controller,finance_operations,4,0.8513,Critical,Medium,No,0.0672,T1059.001 PowerShell; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; High-severity network alert volume; Elevated firewall-policy exposure; Reduced control effectiveness,4,100,Critical,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.186778+00:00
LHT-Asset-072,workstation,finance_operations,5,0.8298,Critical,Medium,No,0.0359,T1059.001 PowerShell; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; High-severity network alert volume; Elevated firewall-policy exposure; Reduced control effectiveness,4,100,Critical,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.172107+00:00
LHT-Asset-236,siem_server,network_services,4,0.8275,Critical,Medium,No,0.0692,T1110 Brute Force; T1059.001 PowerShell; T1021 Remote Services; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated suspicious PowerShell activity; High attack-path exposure; High-severity network alert volume; High vulnerability exposure,5,100,Critical,"Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.189994+00:00
LHT-Asset-051,domain_controller,network_services,1,0.8242,Critical,Medium,No,0.0216,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure; High vulnerability exposure; Reduced control effectiveness; Elevated residual risk,7,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.169914+00:00
LHT-Asset-050,linux_server,business_applications,4,0.7993,Critical,Medium,No,0.0611,T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure; High vulnerability exposure; Reduced control effectiveness,5,100,Critical,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.169810+00:00
LHT-Asset-186,siem_server,security_operations,4,0.7634,Critical,Medium,No,0.0573,T1098 Account Manipulation; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated privileged-group changes; High-severity network alert volume; Elevated firewall-policy exposure; Reduced control effectiveness,4,100,Critical,"Validate authorization and privilege blast radius; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.184835+00:00
LHT-Asset-225,firewall,business_applications,3,0.7606,Critical,Medium,No,0.0684,T1059.001 PowerShell; T1021 Remote Services; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; High attack-path exposure; High-severity network alert volume; Elevated firewall-policy exposure; Reduced control effectiveness,5,100,Critical,"Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.188793+00:00
LHT-Asset-028,workstation,business_applications,3,0.7487,High,Medium,No,0.0591,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure; High vulnerability exposure,5,100,Critical,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.167492+00:00
LHT-Asset-145,linux_server,business_applications,4,0.7156,High,Medium,No,0.0907,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure,4,100,Critical,Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.180652+00:00
LHT-Asset-142,workstation,security_operations,1,0.7085,High,Medium,Yes,-0.0294,T1021 Remote Services; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,High attack-path exposure; High-severity network alert volume; Elevated firewall-policy exposure; High vulnerability exposure; Elevated residual risk,5,100,Critical,"Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability; Prioritize risk-treatment decision",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.180332+00:00
LHT-Asset-244,firewall,business_applications,5,0.6951,High,Low,No,0.1026,T1110 Brute Force; T1059.001 PowerShell; T1190 Exploit Public-Facing Application,Elevated failed logons; Elevated suspicious PowerShell activity; Elevated firewall-policy exposure; Reduced control effectiveness,4,100,Critical,Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.190797+00:00
LHT-Asset-041,linux_server,finance_operations,5,0.6524,High,Low,No,0.0512,T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure; High vulnerability exposure,4,100,Critical,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.168831+00:00
LHT-Asset-056,workstation,network_services,4,0.5084,High,Low,No,0.0312,T1098 Account Manipulation; T1021 Remote Services; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated privileged-group changes; High attack-path exposure; High-severity network alert volume; Elevated firewall-policy exposure,4,100,Critical,"Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.170438+00:00
LHT-Asset-172,domain_controller,network_services,4,0.5652,High,Low,No,0.0788,T1098 Account Manipulation; T1021 Remote Services; T1046 Network Service Discovery,Elevated privileged-group changes; High attack-path exposure; High-severity network alert volume; Reduced control effectiveness,4,99,Critical,"Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.183439+00:00
LHT-Asset-110,linux_server,finance_operations,5,0.6278,High,Low,No,0.0418,T1098 Account Manipulation; T1059.001 PowerShell; T1210 Exploitation of Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High vulnerability exposure; Reduced control effectiveness,4,98,Critical,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.176122+00:00
LHT-Asset-027,workstation,business_applications,4,0.8408,Critical,Medium,No,0.0612,T1059.001 PowerShell; T1046 Network Service Discovery,Elevated suspicious PowerShell activity; High-severity network alert volume; Reduced control effectiveness,3,96,Critical,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.167388+00:00
LHT-Asset-031,application_server,business_applications,5,0.7186,High,Medium,No,0.0556,T1046 Network Service Discovery,High-severity network alert volume; Reduced control effectiveness,2,96,Critical,"Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.167800+00:00
LHT-Asset-199,domain_controller,finance_operations,4,0.6359,High,Low,No,0.0701,T1046 Network Service Discovery; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,High-severity network alert volume; Elevated firewall-policy exposure; High vulnerability exposure; Reduced control effectiveness,4,96,Critical,"Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.186176+00:00
LHT-Asset-185,linux_server,security_operations,3,0.534,High,Low,No,0.0544,T1098 Account Manipulation; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,Elevated privileged-group changes; High-severity network alert volume; Elevated firewall-policy exposure; High vulnerability exposure; Reduced control effectiveness,5,93,Critical,"Validate authorization and privilege blast radius; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.184736+00:00
LHT-Asset-035,windows_server,identity_services,5,0.7022,High,Medium,No,0.0265,T1059.001 PowerShell; T1046 Network Service Discovery,Elevated suspicious PowerShell activity; High-severity network alert volume; Reduced control effectiveness,3,92,Critical,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.168210+00:00
LHT-Asset-087,workstation,network_services,5,0.498,Medium,Low,No,0.049,T1021 Remote Services; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,High attack-path exposure; High-severity network alert volume; Elevated firewall-policy exposure,3,92,Critical,"Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173729+00:00
LHT-Asset-062,linux_server,business_applications,4,0.5389,High,Low,No,0.0809,T1059.001 PowerShell; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated suspicious PowerShell activity; High-severity network alert volume; Elevated firewall-policy exposure; Reduced control effectiveness,4,89,Critical,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.171063+00:00
LHT-Asset-084,workstation,finance_operations,4,0.6545,High,Low,No,0.0273,T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume,3,88,Critical,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173416+00:00
LHT-Asset-064,domain_controller,finance_operations,4,0.3744,Medium,Low,No,0.0853,T1098 Account Manipulation; T1021 Remote Services; T1210 Exploitation of Remote Services,Elevated privileged-group changes; High attack-path exposure; High vulnerability exposure; Reduced control effectiveness,4,86,Critical,"Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.171273+00:00
LHT-Asset-220,domain_controller,security_operations,2,0.5145,High,Low,No,0.0327,T1059.001 PowerShell; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,Elevated suspicious PowerShell activity; High-severity network alert volume; Elevated firewall-policy exposure; High vulnerability exposure; Reduced control effectiveness,5,83,Critical,"Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.188271+00:00
LHT-Asset-013,application_server,identity_services,5,0.403,Medium,Low,No,0.0679,T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure,3,83,Critical,Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.165920+00:00
LHT-Asset-061,workstation,network_services,5,0.3955,Medium,Low,No,0.0733,T1098 Account Manipulation; T1021 Remote Services,Elevated privileged-group changes; High attack-path exposure; Reduced control effectiveness,3,80,Critical,Validate authorization and privilege blast radius; Review reachable administrative paths and segmentation; Review control-validation failures and remediation owner,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.170961+00:00
LHT-Asset-166,domain_controller,finance_operations,4,0.407,Medium,Low,No,0.0719,T1098 Account Manipulation; T1059.001 PowerShell; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; Elevated firewall-policy exposure; High vulnerability exposure,4,79,High,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.182849+00:00
LHT-Asset-089,domain_controller,finance_operations,5,0.3535,Medium,Low,No,0.0526,T1046 Network Service Discovery; T1190 Exploit Public-Facing Application; T1210 Exploitation of Remote Services,High-severity network alert volume; Elevated firewall-policy exposure; High vulnerability exposure,3,79,High,"Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification; Validate patch status, exploitability, and reachability",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.173932+00:00
LHT-Asset-156,siem_server,network_services,5,0.2304,Low,Medium,No,0.0892,T1098 Account Manipulation; T1059.001 PowerShell; T1021 Remote Services,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High attack-path exposure,3,78,High,Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation,Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.181846+00:00
LHT-Asset-022,windows_server,identity_services,1,0.3968,Medium,Low,No,0.0378,T1110 Brute Force; T1059.001 PowerShell; T1021 Remote Services; T1046 Network Service Discovery; T1210 Exploitation of Remote Services,Elevated failed logons; Elevated suspicious PowerShell activity; High attack-path exposure; High-severity network alert volume; High vulnerability exposure; Reduced control effectiveness,6,77,High,"Review authentication pattern and MFA evidence; Review endpoint command and parent-process telemetry; Review reachable administrative paths and segmentation; Validate alert source, destination, and firewall evidence; Validate patch status, exploitability, and reachability; Review control-validation failures and remediation owner",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.166862+00:00
LHT-Asset-127,firewall,business_applications,2,0.4303,Medium,Low,No,0.0135,T1110 Brute Force; T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery; T1190 Exploit Public-Facing Application,Elevated failed logons; Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume; Elevated firewall-policy exposure,5,76,High,"Review authentication pattern and MFA evidence; Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence; Review exposed services and firewall-rule justification",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.178214+00:00
LHT-Asset-131,domain_controller,identity_services,5,0.4122,Medium,Low,No,0.0659,T1098 Account Manipulation; T1059.001 PowerShell; T1046 Network Service Discovery,Elevated privileged-group changes; Elevated suspicious PowerShell activity; High-severity network alert volume,3,76,High,"Validate authorization and privilege blast radius; Review endpoint command and parent-process telemetry; Validate alert source, destination, and firewall evidence",Identity telemetry; endpoint telemetry; network telemetry; attack-path analysis; control validation; remediation scoring,2026-07-06T09:16:36.179114+00:00
